sentiment,text
positive,"RT @RCBTweets: Royal Challengers Bangalore are set to face Kolkata Knight Riders tomorrow, do you know who'll win? Predict now on the Zomat…"
negative,RT @SF_Bengali: Watch Game Changing moments of the Match @KKRiders vs @RCBTweets by @BoriaMajumdar\n@IPL\n#KKRvsRCB #KheloJiJaanSe #IPL2019 #…
neutral,RT @KaileyGuri: #kkrvsrcb #RCBvsKKR #viratkohli 100 master class form kohli https://t.co/yuw0Xfzr0r
positive,RT @18prajakta: Form is permanent. \nClass is permanent. \nPerformance is permanent.\nAggression is permanent. \nBeing the BEST is permanent.…
neutral,@KP24 @IPL @KP24 and @GreameSmith at kolkata\n#KKRvsRCB #kkrvsrcb\n#KKRHaiTaiyaar\n#EdenGardens \n#VIVOIPL https://t.co/sEofHWNjYh
neutral,RT @amez6070: Meanwhile Umesh Yadav to Rusell: Missed me bruh? 🤙🤣 #KKRvsRCB #IPL2019 https://t.co/o5egbvAxUc
neutral,#KKRvsRCB #Dhoni https://t.co/9U8wYE6oaM
negative,He is always a nightmare for the opposition until he is out there...what an unbelievable display that was !! 🔥🔥🔥… https://t.co/roK0ehEBfR
negative,#IPL12 is going to another level . I confused between #Dhoni and #RCB  \nWhom i support .  It’s a speechlessness vic… https://t.co/bzw4XFL5x1
negative,We can feel the emotion behind this face .At the end well played champ🙏🙏🙏🙏  @msdhoni @RCBTweets #CSKvRCB #hardluck… https://t.co/yGiQkvdnAp
positive,RCB producing one of the best T20 matches! 😍\n#KKRvsRCB #RCBvsCSK \n\nGoosebumps 😍😍\n\n#PlayBold #Rcbtillidie #Rcb
neutral,Jeeet se jyada haar k chrche ho jaya kre kde kde  \nwhat a match😘😘 @msdhoni \n#KKRvsRCB https://t.co/Onw5ug394O
positive,"What an incredible match😄\nSeeing Dhoni hitting those last moment boundaries, its worth more than winning but glad t… https://t.co/KgIZg9gCbS"
neutral,fuckkkkk...what a match...Dhoni...u fuckkkinggg legend... #KKRvsRCB #Dhoni
neutral,Cheeku bro dur reh nehraji se ..\nAbhi bhi hara sakta nehra rcb ko 🤣\n#KKRvsRCB
positive,"It’s happen sometime #KuldeepYadav, BE STRONG.\nDo not spoil his career with IPL19 one match #KKRvsRCB, because if y… https://t.co/egYtBz2h8A"
neutral,RT @RituG15: #metoo #CabinetReshuffle #FridayFeeling #Brexit #BharatAneNenu #BankHolidayWeekend #ViratKohli #AvengersEndgame #Trump #HappyE…
positive,RT @Nettv4uTamil: Will Andre Russell Magic Work Tonight Match?\n#KKRVsRCB https://t.co/4Y5aSAAf2w
neutral,"RT @mid_day: #IPL2019\nIn our series 'Player to watch out for' in the match of the day, we showcase cricketer Nitish Rana, who will feature…"
neutral,RT @ShivaniKesarwa2: @procusgo Lockie Ferguson\n#contestalert\n#IPLContest\n#KKRvsRCB\n@procusgo\nJoin\n@ThakorVaishnavi\n@SoulHackerAnkit\n@chandr…
negative,"RT @18prajakta: The inherent cricketing genius of the Indian captain, coupled with his never-back-down attitude and relentless dedication t…"
positive,RT @18prajakta: Form is permanent. \nClass is permanent. \nPerformance is permanent.\nAggression is permanent. \nBeing the BEST is permanent.…
positive,#KKRvsRCB Even a 2nd string ranji team's bowling attack will look better than KKR's. Where are the bowlers. Only Na… https://t.co/5C7NT2T28j
neutral,"RT @raj_bhatankar: After seeing Uthappa's performance of 9 runs from 20 balls,\nKKR fans:\n\n#KKRvsRCB #robinuthappa #IPLT20 https://t.co/VXap…"
neutral,RT @Himansh80925278: https://t.co/vfyFmWWY98 @imVkohli after #KKRvsRCB watch the video
neutral,Ye DK match se pahle Goo kha Leta hai Kya jo aisi ghatiya captaincy karta hai bc\n#KKRvsRCB
positive,RT @procusgo: Time to win Procus Urban Bluetooth Headphone.\nComplete all the 3 below-mentioned steps in order to participate: \n1. Follow us…
positive,"RT @PaytmTravel: #PredictAndFly Contest : Like, RT &amp; tell us which team would win today's #KKRvsRCB @IPL match in the comments section, and…"
positive,"RT @PaytmTravel: #PredictAndFly Contest : Like, RT &amp; tell us which team would win today's #KKRvsRCB @IPL match in the comments section, and…"
positive,"RT @im_RKGupta: @imVkohli show, beautiful shots all over the ground.🏏💕\n\n#VIVOIPL #IPL #IPL2019 #IPL12 #ViratKohli #KingKohli #Kohli #KKRvRC…"
neutral,"RT @CricketNDTV: #KuldeepYadav left in tears by #MoeenAli's assault, Fans post heartwarming messages\n\n#IPL2019 #IPL12 #KKRvRCB #KKRvsRCB…"
positive,@Dream11 @IPL @KKRiders @SunRisers @ChennaiIPL Match is for #SRHvsKKR &amp; #RCBvsCSK but in the Top picks video the te… https://t.co/hyw3QMhuS2
neutral,"RT @jatinsapru: बैटिंग में ठाट बाट है, खिलाड़ी नाम से ही नहीं अपने काम से विराट है ! Class knock @imVkohli ... But the man who paved way fo…"
neutral,RT @RituG15: #metoo #CabinetReshuffle #FridayFeeling #Brexit #BharatAneNenu #BankHolidayWeekend #ViratKohli #AvengersEndgame #Trump #HappyE…
neutral,@Dream11 My dream11 team\n#KKRvsRCB https://t.co/gr6e1L0pAZ
neutral,RT @RituG15: #metoo #CabinetReshuffle #FridayFeeling #Brexit #BharatAneNenu #BankHolidayWeekend #ViratKohli #AvengersEndgame #Trump #HappyE…
neutral,"RT @tthatweirdgirl: 50 runs from 17 balls, that was another level #kkrvsrcb"
neutral,"@KKRiders @SunRisers UthAppa Ko bahar karo isne 2 match haraya hai, #KKRvsDC aur #KKRvsRCB"
neutral,నన్నెందుకు లోయార్డర్‌లో పంపారు?\n#IPL2019 #KKRvsRCB #Russell\nhttps://t.co/b8X2ky37DB
neutral,RT @RituG15: #metoo #CabinetReshuffle #FridayFeeling #Brexit #BharatAneNenu #BankHolidayWeekend #ViratKohli #AvengersEndgame #Trump #HappyE…
positive,"RT @im_RKGupta: @imVkohli show, beautiful shots all over the ground.🏏💕\n\n#VIVOIPL #IPL #IPL2019 #IPL12 #ViratKohli #KingKohli #Kohli #KKRvRC…"
positive,RT @GoNews24x7: IPL Match Report: Virat Kohli cracks ton and helps Royal Challengers Bangalore win over Kolkata Knight Riders by 10 runs\n#K…
positive,"@imVkohli show, beautiful shots all over the ground.🏏💕\n\n#VIVOIPL #IPL #IPL2019 #IPL12 #ViratKohli #KingKohli #Kohli… https://t.co/91p0woxIjO"
neutral,RT @Rajnikant11: @robbieuthappa @KKRiders @IPL Aaj khush to bahut hoge tum..9(20) 😡😡😡\n#KKRvRCB #VivoIPL #IPL2019 #KKRvsRCB #FridayThoughts
neutral,RT @imcoolcharlie: @timesofindia it's not @KKRiders it's @RCBTweets. @parthiv9 &amp; @imVkohli both are in @RCBTweets.\n #SillyMistake #kkr #KKR…
neutral,RT @RituG15: #NaMoWithTraders #KKRvsRCB #ViratKohli #Metooindia  #DelhiCapitals #Bollywood #CJIranjangogoi\nयह है ज्यादातर रेप केसो की हकीकत…
neutral,Moeen Ali has 216 runs and 5 wickets in IPL 2019\n\nFantasy preview: https://t.co/IwJsug2EBk\n\n#Cricket… https://t.co/2LZAUKDU74
positive,RT @yupptv: Innings Break!\n\nA fine innings from @im_manishpandey propels @SunRisers to 175/3.  \nWill @ChennaiIPL chase the target? \nWatch #…
positive,IPL 2019 SRH vs CSK : RajniKanth In CSK Dressing Room | Funny Spoof Video IPL #vivoipl2019 - https://t.co/hSUNt5sRch https://t.co/ejyDhBRZCb
negative,".@DaleSteyn62 has been the missing piece in @RCBTweets' puzzle! 🙌\nWatch #RCBvKXIP LIVE on April 24, 9:30 AM ET onwa… https://t.co/Tmik8m63aC"
negative,".@DaleSteyn62 has been the missing piece in @RCBTweets' puzzle! 🙌\nWatch #RCBvKXIP LIVE on April 24, 2:30 PM onwards… https://t.co/VrUuN5eo4H"
negative,".@DaleSteyn62 has been the missing piece in @RCBTweets' puzzle! 🙌\nWatch #RCBvKXIP LIVE on April 24, 9:30 AM ET onwa… https://t.co/MmuzlygF5k"
neutral,The S.I. unit of Delhi Capitals is Shreyas Iyer #VivoIPL2019
negative,DALE 🔥 vs GAYLE 🌪️\nTwo superstars of the game go head to head tomorrow! Who will make a bigger impact?… https://t.co/NiV9PvIto2
neutral,#CSKvSRH #CSK #VIVOIPL2019 #IPL #WINNER @ChennaiIPL https://t.co/kJKV6llKhR
positive,Watch full reactions on Youtube now and follow the link.\n\nVideo Link: https://t.co/PgX1MX2xRb\n\n#CSKvSRH #SRHvCSK… https://t.co/m1k4UuV4GS
negative,CSK became the first team to reach playoffs. Nobody game them a chance at the start. Called them an aging team with… https://t.co/TB0rdt5hwz
negative,RT @hotstarUK: Round 1: RCB survived the Gayle Storm and got a new lease of life beating the Kings. 💪 \nRound 2: Will #KXIP end #RCB’s playo…
negative,Round 1: RCB survived the Gayle Storm and got a new lease of life beating the Kings. 💪 \nRound 2: Will #KXIP end… https://t.co/QrRu0Q2nF9
positive,Will RCB continue to win ????\n\nCheck Out Our Prediction !!!!\n\n#IPL2019 #VIVOIPL #VIVOIPL2019 #rcbvskxip #RCBvKXIP… https://t.co/4TprQ7K1B2
neutral,Checkout points table of VIVO IPL 2019...! *Recently Updated*\nhttps://t.co/lWK4cP284K\n\n #RCB #CSK #MI #SRH #VIVOIPL… https://t.co/T65xdiOrvD
positive,@coolwinks_com Still any chance to win tickets of #VIVOIPL2019 \n@coolwinks_com
neutral,All smiles at the post-match presentation ceremony 😁 \n@ChennaiIPL\n#CSKvSRH #ThalaDhoni #ThalaivarHarsha #VivoIPL… https://t.co/eyj9aCtXpy
neutral,#VIVOIPL2019 #RCB vs #KXIP Match 42 | Cricket News Updates https://t.co/F5VkJX2BMg https://t.co/too9NHP8TR
positive,#CSK ROAR AT CHEPAUK!\nA beautiful inning from the veteran @ShaneRWatson33 helped @ChennaiIPL have their revenge on… https://t.co/t60sTZDF3j
positive,RT @teamchennaiIN: 🗣🏏 @msdhoni talks about CSK's success in this IPL season.\n\nPhoto by IPL | #MSDhoni #CSKvSRH #CSK #ChennaiSuperKings #Whi…
positive,#CSK ROAR AT CHEPAUK!\nA beautiful inning from the veteran @ShaneRWatson33 helped @ChennaiIPL have their revenge on… https://t.co/BIoax0Uv6y
neutral,#CSKvSRH #baapbaaphotahai #ipl2019 #VIVOIPL2019 @ChennaiIPL @SunRisers @rashidkhan_19 @ShaneRWatson33 https://t.co/IZMFBIL9S6
positive,RT @teamchennaiIN: 🗣🏏 @msdhoni talks about CSK's success in this IPL season.\n\nPhoto by IPL | #MSDhoni #CSKvSRH #CSK #ChennaiSuperKings #Whi…
positive,🗣🏏 @msdhoni talks about CSK's success in this IPL season.\n\nPhoto by IPL | #MSDhoni #CSKvSRH #CSK #ChennaiSuperKings… https://t.co/EKbnfqv8MH
positive,RT @RCBTweets: BANG BANG! \n\nGreat catch by Stoino! #SteynGun! 6-1 after 0.5 overs. #playBold #RCBvCSK #VIVOIPL2019 https://t.co/fIfEnKgpQE
positive,RCB vs KXI Today 8pm\nchoose your own team and Play along with https://t.co/ML62CeBX6e and win daily Prices.… https://t.co/sLMdfubb1i
positive,"RT @BaruahMayur: 2019 IPL:\n41st match, \nChennai Super Kings won by 6 wkts vs Sun Risers Hyderabad.\nTarget 176.\nSRH 176/4 in 19.5 overs. \nSh…"
positive,@ChennaiIPL 😍 Again top of the table ⭐️ ... Almost 99% Qualified for #VIVOIPL2019 Playoffs 😎 #WhistlePodu… https://t.co/VFfm0ELmbH
positive,🗣🏏 @ShaneRWatson33 talks about his match-winning performance against SRH in yesterday's IPL action.\n\nPhoto by IPL |… https://t.co/vmIcZeI2Ax
positive,Dale Steyn has 10 wkts in his last 4 professional games\n\nFantasy preview: https://t.co/IwJsug2EBk\n\n#Cricket… https://t.co/84JZuBjsio
neutral,“Aaj watson ne rashid ki googli ki khub chugli kri”\nKyu @IrfanPathan sir? #VIVOIPL2019 #CSKvSRH #MSDhoni
neutral,Chinna thala strart now joined with wowww watto #CSKvSRH #VIVOIPL2019 \nWon by Csk #Whistlepodu #CSK https://t.co/WXIdFS2die
negative,My day gone bad with personal issues but #CSK  wins the thriller match. That made my day extremely full of energeti… https://t.co/mocmOyXxQk
positive,@RayuduAmbati Shove your 3D glasses inside your ass and learn the temperament from young  Rishabh Pant...he took it… https://t.co/SU7M3poBUA
neutral,"RT @DarenGanga: Prior to @ChennaiIPL v @SunRisers match up today, leaving my hotel in Chennai with the expert @DeepDasgupta7 #VivoIPL2019 #…"
neutral,@RCBTweets #dontgiveup #VIVOIPL2019 #playBold https://t.co/E7TpbNSPy8
negative,RT @Sandy14999: @IPL @ShaneRWatson33 Watson in This #IPL2019 \nvs. SRH = 127\nvs. Other teams = 116\n just loves #SRH Bowling attack\n\n@ShaneRW…
negative,@IPL @ShaneRWatson33 Watson in This #IPL2019 \nvs. SRH = 127\nvs. Other teams = 116\n just loves #SRH Bowling attack… https://t.co/a0Q7wMcYrE
negative,@IPL @ShaneRWatson33 Watson in This #IPL2019 \nvs. SRH = 127\nvs. Other teams = 116\n just loves #SRH Bowling attack… https://t.co/OHNTETbfMt
positive,I think #kanewilliamson captaincy missed here!\nGood Fight at the end #CSKvSRH\n#VIVOIPL2019  Without @jbairstow21 fr… https://t.co/O06kPvhn0z
positive,Amazing knock by @ShaneRWatson33.It's good to see him in form now. @ImRaina That over of 22 runs against… https://t.co/jH94JbBB53
positive,Best pic of tonight\nWATSON AND JR WATSON celeberates victory.\nRemember #CSK  has been qualified for playoffs of… https://t.co/SDBcScY91Q
neutral,"RT @DarenGanga: Prior to @ChennaiIPL v @SunRisers match up today, leaving my hotel in Chennai with the expert @DeepDasgupta7 #VivoIPL2019 #…"
positive,RT @im_rajnarayan: Just Missed his 2nd #IPL 💯 by Just 4 Runs againts #SRH #Watson What a player First ten Balls no run &amp; next 43 ball 96 Ru…
neutral,Shane watson to Rashid Khan. @muthupradeep #IPL #IPL2019 #CSKvSRH #VIVOIPL #VIVOIPL2019 https://t.co/oUAs4xDftG
neutral,"RT @DarenGanga: Prior to @ChennaiIPL v @SunRisers match up today, leaving my hotel in Chennai with the expert @DeepDasgupta7 #VivoIPL2019 #…"
positive,Just Missed his 2nd #IPL 💯 by Just 4 Runs againts #SRH #Watson What a player First ten Balls no run &amp; next 43 ball… https://t.co/RecrPg9kv9
positive,Born as champions 🔥\n\nFirst team enter in playoffs #VIVOIPL2019 \n\n#CSKvSRH #Yellove #WhistlePodu https://t.co/QauhKs6eAk
positive,#CSKvSRH\nPOLL TIME 2019\nWho is the most irritating commentator of #VIVOIPL2019 \nThe one who talks all the rubbish o… https://t.co/cNquJsspQs
neutral,Dhoni thala #CSKvSRH\n#VIVOIPL2019 https://t.co/rMa3AMVKSt
positive,Here s the first team who got qualified as a first team n #VIVOIPL2019 #CSk #ChennaiSuperKings #Yellove \nNamma thal… https://t.co/bLQrEO5ntj
positive,"RT @yupptv: #VIVOIPL @ShaneRWatson33's 96 off 53 balls resulted a comfortable win for @ChennaiIPL , with a tiny bit of a wobble towards the…"
positive,"RT @yupptv: #VIVOIPL @ShaneRWatson33's 96 off 53 balls resulted a comfortable win for @ChennaiIPL , with a tiny bit of a wobble towards the…"
neutral,#IPL2019 #CSKvSRH #IPL2019 #VivoIPL #VIVOIPL2019 #vivoipl @starsportsindia https://t.co/DzPTEyCtEX
positive,"#VIVOIPL @ShaneRWatson33's 96 off 53 balls resulted a comfortable win for @ChennaiIPL , with a tiny bit of a wobble… https://t.co/nf1329WNfl"
neutral,Back to where we belongs 1 ....into the playoffs bring it on 🖐️❤️ #CSKvSRH #csk #VIVOIPL2019 https://t.co/ZdtiMM6ZpC
neutral,🏟😢 END OF THE MATCH! @teamhyderabadIN lose the match against CSK in today's IPL face off.\n\nPhoto by IPL | #CSKvSRH… https://t.co/3b6P9IJO0U
neutral,RT @imkproothi: Hum jeet gaye..... 😍😍😍 #Thala #WhistlePodu #Yellove #CSKvSRH 🦁💛 #VivoIPL2019 #GameBanayegaName #Dhoni #CSKvSRH #SRHvCSK
positive,RT @teamchennaiIN: 🏟 🔥 END OF THE MATCH! @teamchennaiin win the match by 6 wickets courtesy of fine performances from @ShaneRWatson33 and @…
positive,"#CSK SHOWS WHO'S THE BOSS! 😎\nThey had a mountain to climb and @ShaneRWatson33 made sure #CSK did it with ease, beat… https://t.co/gcsjKeTkce"
positive,"#CSK SHOWS WHO'S THE BOSS! 😎\nThey had a mountain to climb and @ShaneRWatson33 made sure #CSK did it with ease, beat… https://t.co/6Dzxp26FNc"
negative,Are miya! #CSK  team kaha katam krti h.. Match single Handley. Une to thriller time banane me maja ata janab. Never… https://t.co/2TOdsa7yP2
positive,"#CSK SHOWS WHO'S THE BOSS! 😎\nThey had a mountain to climb and @ShaneRWatson33 made sure #CSK did it with ease, beat… https://t.co/T2d9IwwNuu"
neutral,@ChennaiIPL @msdhoni @SPFleming7 throw @RayuduAmbati out of the team. #VIVOIPL2019
positive,"2019 IPL:\n41st match, \nChennai Super Kings won by 6 wkts vs Sun Risers Hyderabad.\nTarget 176.\nSRH 176/4 in 19.5 ove… https://t.co/FOhW5PgjKq"
positive,Top of the ladder AGAIN. @ChennaiIPL @muthupradeep #IPL #IPL2019 #CSKvSRH #CSK #VIVOIPL #VIVOIPL2019 https://t.co/ZmCEr5Glmk
positive,"2019 IPL:\n41st match, \nChennai Super Kings won by 6 wkts vs Sun Risers Hyderabad.\nTarget 176.\nSRH 176/4 in 19.5 ove… https://t.co/nkBajBSoJN"
negative,"RT @MDDANIS20367583: Believe me, this season of IPL is not good for the Heart Patients. It has been producing a thriller every night right…"
neutral,Bet Rayudu saw that catch in 3D #iplt20 #vivoipl2019 #cskvssrh #csk
positive,"2019 IPL:\n41st match, \nChennai Super Kings won by 6 wkts vs Sun Risers Hyderabad.\nTarget 176.\nSRH 176/4 in 19.5 ove… https://t.co/zYXTL1Tmax"
positive,🏟 🔥 END OF THE MATCH! @teamchennaiin win the match by 6 wickets courtesy of fine performances from @ShaneRWatson33… https://t.co/IAFYrz9r9t
negative,"Believe me, this season of IPL is not good for the Heart Patients. It has been producing a thriller every night rig… https://t.co/nSvzW6udur"
positive,#CSK the real King of #VivoIpl. \nAlmost qualified for the #VivoIpl2019 by the victory against #SRH by 6 wickets. 👏👏👏💪🏏\n#CSKvSRH
neutral,RT @TamilTheHindu: #DHONIvsKOHLI #Dhoni #DhoniRoaring #DhoniFansLogic #WhistlePodu #CSK #kapildev இந்த உலகக்கோப்பையையும் தோனி வென்று கொடுப்…
positive,"RT @_rchie0425: After #RCBvCSK match i saw many haters of #MSD\n\nShame on you &amp; also those who likes dere post.\n\nSomeone said to me \Jab che…"""
neutral,Hello @GautamGambhir . @ChennaiIPL was not going to playoffs this season no.\n#Harshwords \n#DhoniRoaring
positive,RT @Priya74004389: An army of sheeps is better led by a lion    than the army of lions led by a sheep 😎  #WhistlePodu #mahi #Msd #DhoniRoar…
neutral,Shane Watson you beauty. Blasting innings #Csk #WhistlePodu #CSKvSRH #DhoniRoaring
neutral,@StarSportsIndia Chepauk #Den for Dons 🦁 😎  #CSKvSRH #CSK @ChennaiIPL #DhoniRoaring #Dhoni  @CSKFansOfficial
positive,RT @msdaddicts: That World Famous Blink And You Miss It Stumping From Thala 💛💛💛😎😎😎\n\n#MSDhoni #MSD #DhoniRoaring #Dhoni #CSKvSRH #csk #Whist…
positive,"RT @_rchie0425: After #RCBvCSK match i saw many haters of #MSD\n\nShame on you &amp; also those who likes dere post.\n\nSomeone said to me \Jab che…"""
neutral,RT @im_sharukh_: People Who started Watching Cricket From Last 2 or 3 years will never know that this man have been doing it for 15 years w…
